voterTag,machine,vote,office,date,columns3,county,subdivision,columns2,instructions,columns,code
XNJNT,25019,ROY HALLADAY,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJFN,25029,DANTE-MAGAZZU,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCHR,25040,MCORMICK,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCHT,25057,NOT-THESE-GUYS,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJRC,25068,EORGE LOPEZ,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNHTH,25070,DONALD NORCROSS,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNNCC,25070,MICHAEL-BROGAN,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCJM,25079,NJ IS CORRUPT,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNJMX,25081,NONE-OF-THE-ABOVE,US Senator,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Federal,Write-in Name,Vote for One,Machine Voter Tag
XNCMC,25328,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFN,25328,ALLISON LIPSKY,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFX,25328,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHTX,25328,ALLISON LIPSKY,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJZJ,25328,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNCC,25328,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNCM,25328,MARK GATTI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNHR,25328,PENN-REAGAN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNMF,25328,MIKE CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNMM,25328,MICHAEL-CHAPPEL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNMR,25328,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNMZ,25328,CHAPEL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
MMHXM,25329,NICHOLAS DEGRECIO,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCCM,25329,GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCRX,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCTT,25329,THOMAS D KEISER,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCXH,25329,CHAD FENIMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCXZ,25329,MICHAEL WILLIAMS,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCZZ,25329,MICHAEL-CHAPPEL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFF,25329,TOM-A,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFX,25329,PASQUALE-YACOVELLI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJFJ,25329,DONALD BORDEN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJJN,25329,ANDREW-GRASMUCK,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJMM,25329,KATHRYNE POPE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJMX,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJMZ,25329,JOHN MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJNF,25329,PENN REAGAN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJNH,25329,DUSTY DURMALA,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJNJ,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJRC,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJTH,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXF,25329,IAN GILL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJZC,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNRR,25329,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNRMF,25329,GINA-OSINSKI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCHJ,25330,RALPH-GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJN,25330,TONI TELLES-GOULBVRN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJX,25330,GINA-OSINSKI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCNZ,25330,DAVID THOMPSON,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCRZ,25330,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCTT,25330,JON MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCZC,25330,JOE FURLONG,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFN,25330,RAIPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJCN,25330,KATHLEEN COLBERT,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXF,25330,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXJ,25330,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXN,25330,MATT-COLBERT,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNCJ,25330,RALPH-GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNCM,25330,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCCH,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCFT,25331,RALPHGILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJM,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJX,25331,JESSICA-DIVIETRO,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCNT,25331,BAOECKI JOHN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCNX,25331,MICHAEL CHAPPEL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCRF,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCTH,25331,JON MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHTF,25331,MIKE HUNT,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHTF,25331,HUGH,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHTN,25331,JOHN GRAHAM,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJCZ,25331,HANYUU,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJHZ,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJNZ,25331,FRAN HAGARTY,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJRF,25331,IAN GILL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJRZ,25331,RALPH-GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJTR,25331,MATHEWDESANTIS,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJTZ,25331,COURTNEY SANTORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXM,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJZJ,25331,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNRMX,25331,JOHN-MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNRRR,25331,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
MMHXM,25332,GINA OZINSKY,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCCC,25332,PENN REGAN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCCM,25332,GINA OSINSKI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCHT,25332,IAN GILL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJF,25332,JON MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJF,25332,JON MARTIN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJM,25332,GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJN,25332,CAITLIN PORTER,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCJZ,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCNT,25332,PENN REAGEN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCTT,25332,ANOREA WENDELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCZC,25332,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNCZF,25332,GINA-OSINSKI,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFM,25332,MICHAEL CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHFR,25332,RALPH-GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNHTJ,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJCC,25332,RALPH-GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJCF,25332,PENN REAGAN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJFF,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJMM,25332,DOUGLAS MARSHALL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJMX,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJRH,25332,DOUGLAS R MARSHALL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXH,25332,GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNJXJ,25332,MICHAEL-CHAPPELL,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNCC,25332,MATTHEW-HOINKIS,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNHZ,25332,PEN REAGAN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNNRN,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNRRM,25332,PENN REAGEN,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
XNRRM,25332,RALPH GILMORE,Board of Chosen Freeholders,"November 6, 2018",Personal Choice Detail by Political Subdivision,Camden County,Political Subdivision: Audubon School District,Write-in Name,Vote for Three,Machine Voter Tag,CAM_20181106_E,Local BOE-Audubon Boro/Park
